COD_SOC;CD_DIST;COD_EXE;COD_PROD;QTE_STK;QTE_INV;QTE_DEB_EXE;QTE_RES;QTE_VTE;DAT_MAJ;MACHINE;COD_USER;OS_USER
1;I22;25;5018004;4;4;4;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020107;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020108;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020109;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020110;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020111;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020117;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020118;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020121;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020122;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020123;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020124;17;17;17;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020132;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020152;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020214;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020215;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020233;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020234;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020251;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020306;2;2;2;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020307;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020308;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020309;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020311;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020313;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020314;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020315;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020316;11;11;11;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020320;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020321;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020322;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020330;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020333;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020335;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020336;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020337;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020342;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020350;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020351;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020355;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020360;2;2;2;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020365;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020377;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020385;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020451;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020481;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020482;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020484;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020504;4;4;4;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020505;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020506;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020512;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020513;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020526;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020527;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020528;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020529;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020531;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020532;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020533;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020534;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020535;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020536;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020537;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020539;25;25;25;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020550;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020551;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020552;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020560;2;2;2;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020561;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020562;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020563;5;5;5;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020566;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020567;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020570;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020583;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020584;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020585;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020587;7;7;7;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020588;21;21;21;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020589;15;15;15;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020590;6;6;6;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020591;7;7;7;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020631;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020681;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020701;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020702;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020703;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020704;3;3;3;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020705;10;10;10;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020711;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020730;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020750;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020758;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020770;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020801;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020802;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020803;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020805;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020806;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020815;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020819;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020851;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020870;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020908;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020909;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020910;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020911;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020913;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020919;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020921;4;4;4;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020926;2;2;2;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020928;2;2;2;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020930;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020951;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020959;2;2;2;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020960;2;2;2;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020961;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020963;3;3;3;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5020967;6;6;6;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030002;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030003;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030004;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030005;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030006;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030008;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030009;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030010;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030011;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030012;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030013;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030052;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030063;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030066;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030084;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030086;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030089;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030100;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030101;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030105;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030106;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030107;4;4;4;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030108;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030109;12;12;12;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030115;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030122;1;1;1;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030123;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030128;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030129;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030130;0;0;0;0;0;12/31/2024 12:35:58;;0551;
1;I22;25;5030131;14;14;14;0;0;12/31/2024 12:35:58;;0551;
1;I39;25;5091008;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;I39;25;5091009;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;I39;25;5091010;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;I39;25;5091011;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;I39;25;5091013;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;I39;25;5091014;7;7;7;0;0;12/31/2024 12:36:00;;0551;
1;I39;25;5091018;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020011;2 548;2 548;2 548;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020012;1 015;1 015;1 015;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020013;209;209;209;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020016;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020106;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020206;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020306;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020406;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020409;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020500;14;14;14;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020600;475;475;475;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020611;99;99;99;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020900;12;12;12;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;2020910;4;4;4;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3001000;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3002000;493;493;493;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3005000;365;365;365;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3005001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3005004;200;200;200;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3010000;194;194;194;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3025000;80;80;80;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3060000;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3200001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3200003;18;18;18;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3200004;19;19;19;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;3200005;15;15;15;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000000;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000002;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000003;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000004;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000005;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000006;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000007;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000008;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000009;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000010;19;19;19;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000011;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000013;4 701;4 701;4 701;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000014;100;100;100;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000021;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000022;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000031;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000032;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000033;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000092;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000093;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000901;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000902;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000903;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4000905;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4010001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4010002;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4010003;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4010004;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4010005;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;4020001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5011001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5013001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5013002;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5013100;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5013821;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014001;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014002;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014003;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014004;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014005;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014006;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014007;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014008;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014300;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014310;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014320;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014500;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5014820;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015009;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015101;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015102;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015103;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015104;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015105;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015106;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015107;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015400;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015401;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015402;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015500;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015502;2;2;2;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015503;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015504;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015600;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015601;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015602;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015603;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015606;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5015607;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5016450;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5016810;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017010;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017011;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017852;1;1;1;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017890;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017891;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017900;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017930;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017933;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017970;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017978;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017979;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017980;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017986;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5017990;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5018002;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5018003;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5018004;14;14;14;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020100;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020101;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020107;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020108;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020109;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020110;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020111;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020117;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020118;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020121;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020122;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020123;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020124;84;84;84;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020130;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020131;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020132;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020150;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020151;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020152;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020160;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020161;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020170;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020200;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020211;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020212;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020214;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020215;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020233;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020234;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020251;0;0;0;0;0;12/31/2024 12:36:00;;0551;
1;M02;25;5020253;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020254;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020255;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020256;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020257;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020260;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020303;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020305;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020306;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020307;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020308;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020309;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020311;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020312;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020313;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020314;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020315;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020316;37;37;37;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020321;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020322;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020330;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020333;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020335;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020336;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020337;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020340;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020341;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020342;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020350;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020351;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020355;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020360;28;28;28;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020365;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020377;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020385;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020400;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020450;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020451;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020481;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020482;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020483;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020484;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020500;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020501;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020504;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020505;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020506;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020511;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020512;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020513;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020520;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020521;0;0;0;0;0;12/31/2024 12:36:01;;0551;
1;M02;25;5020522;0;0;0;0;0;12/31/2024 12:36:01;;0551;
