COD_SOC;CD_DIST;COD_EXE;COD_PROD;QTE_STK;QTE_INV;QTE_DEB_EXE;QTE_RES;QTE_VTE;DAT_MAJ;MACHINE;COD_USER;OS_USER
1;C01;25;7090028;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090052;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090055;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090060;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090062;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090064;15;15;15;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090065;19;19;19;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090066;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090067;4;4;4;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090068;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090069;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090072;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090073;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090074;15;15;15;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090075;8;8;8;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090076;9;9;9;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;7090077;33;33;33;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;8010001;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;8010002;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;8010003;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;9010001;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;9010002;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;9010003;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;C01;25;9040020;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;1010085;3;3;3;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;1010089;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;1010250;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;1010351;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;1020135;7;7;7;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;1020331;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010000;140;140;140;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010001;119;119;119;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010002;48;48;48;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010003;36;36;36;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010101;148;148;148;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010102;42;42;42;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010201;203;203;203;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010202;68;68;68;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010301;184;184;184;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010302;215;215;215;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010401;1 129;1 129;1 129;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010501;6 096;6 096;6 096;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2010510;3 913;3 913;3 913;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020000;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020001;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020002;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020007;905;905;905;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020008;119;119;119;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020009;1 257;1 257;1 257;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020013;10 755;10 755;10 755;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020106;286;286;286;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020206;236;236;236;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020306;110;110;110;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020406;25;25;25;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020409;202;202;202;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020500;1 273;1 273;1 273;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;2020910;83;83;83;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;3200001;288;288;288;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;3200005;150;150;150;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000010;200;200;200;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000011;36;36;36;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000012;4 604;4 604;4 604;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000013;4 000;4 000;4 000;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000021;46;46;46;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000022;81;81;81;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000031;12;12;12;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000032;13;13;13;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000033;15;15;15;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000041;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000042;12;12;12;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000043;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000044;9;9;9;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000901;30;30;30;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000902;34;34;34;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000903;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000904;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;4000905;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5010135;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5010145;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5011001;15;15;15;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5013002;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5013100;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5013821;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5014008;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5014320;1;1;1;;0;12/31/2024 12:35:52;;0551;
1;G01;25;5014820;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015009;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015106;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015107;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015109;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015402;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015502;66;66;66;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015503;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015504;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015600;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015601;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015602;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015603;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015604;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015605;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015606;59;59;59;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015607;11;11;11;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015608;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015609;-6;-6;-6;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015610;13;13;13;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015612;-1;-1;-1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015613;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5015614;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5017010;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5017011;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5017890;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5017900;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5017930;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5017933;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020027;3;3;3;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020107;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020117;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020118;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020124;42;42;42;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020132;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020210;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020234;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020250;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020309;42;42;42;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020316;80;80;80;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020350;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020360;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020451;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020504;41;41;41;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020505;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020513;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020532;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020539;29;29;29;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020560;3;3;3;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020563;8;8;8;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020584;7;7;7;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020585;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020586;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020587;32;32;32;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020588;100;100;100;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020589;134;134;134;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020590;7;7;7;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020591;29;29;29;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020632;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020704;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020705;97;97;97;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020712;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020730;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020758;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020805;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020806;27;27;27;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020826;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020870;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020911;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020913;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020914;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020915;9;9;9;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020920;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020921;30;30;30;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020926;19;19;19;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020928;21;21;21;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020951;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020953;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020954;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020955;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020956;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020960;52;52;52;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020961;26;26;26;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020963;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020966;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020972;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020973;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5020974;20;20;20;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030100;46;46;46;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030105;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030106;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030107;41;41;41;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030108;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030109;109;109;109;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030128;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030130;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030131;50;50;50;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030132;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030208;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030215;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030225;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030331;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030351;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030506;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030521;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030533;16;16;16;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030635;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030636;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030830;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030900;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5030925;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5035532;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5035535;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5035536;84;84;84;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5035640;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5036003;42;42;42;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5036004;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5036005;75;75;75;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5036330;72;72;72;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5037019;38;38;38;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5037022;38;38;38;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5037028;26;26;26;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040003;17;17;17;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040005;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040007;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040208;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040321;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040407;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040408;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040570;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040571;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040572;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5040800;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5042320;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5042330;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5042430;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5042450;50;50;50;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5042720;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047003;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047007;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047008;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047009;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047010;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047011;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047013;4;4;4;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047014;9;9;9;;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047015;200;200;200;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047017;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047019;30;30;30;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047020;13;13;13;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047021;-3;-3;-3;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047025;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047026;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047027;15;15;15;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047280;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047520;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047530;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5047818;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055023;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055283;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055313;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055315;13;13;13;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055322;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055325;398;398;398;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055337;503;503;503;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055353;504;504;504;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055515;4;4;4;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055520;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055573;167;167;167;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055586;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055680;151;151;151;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5055858;4;4;4;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5066001;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067003;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067004;50;50;50;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067007;338;338;338;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067008;17;17;17;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067009;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067011;35;35;35;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067012;10;10;10;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067014;312;312;312;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067015;-3;-3;-3;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067016;85;85;85;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067021;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5067319;30;30;30;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5070500;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5075002;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5075003;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5075004;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5080041;8;8;8;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5080200;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5080270;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5085001;3;3;3;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5091011;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5091013;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5091014;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5091015;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;G01;25;5091016;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020451;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020484;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020504;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020505;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020506;1;1;1;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020512;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020513;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020526;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020527;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020528;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020529;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020531;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020532;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020533;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020534;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020535;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020536;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020537;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020539;14;14;14;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020550;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020551;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020552;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020560;5;5;5;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020561;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020562;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020563;6;6;6;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020566;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020567;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020570;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020583;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020584;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020585;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020587;4;4;4;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020588;15;15;15;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020589;15;15;15;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020590;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020591;2;2;2;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020620;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020631;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020681;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020701;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020702;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020703;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020704;0;0;0;0;0;12/31/2024 12:35:52;;0551;
1;I10;25;5020705;11;11;11;0;0;12/31/2024 12:35:52;;0551;
